"","mean","n","stdev"
"pop_Total",1127473,1,NA
"pop_Y0-14",15.9418451705717,1,NA
"pop_Y15-24",11.815715320899,1,NA
"pop_Y25-64",61.1828398551451,1,NA
"pop_Y65-74",6.15518065621084,1,NA
"pop_YGE75",4.90441899717332,1,NA
"ARPR",NA,0,NA
"low_work",NA,0,NA
"rooms_pp",NA,0,NA
"mat_depriv",NA,0,NA
"ARPR_socexcl",NA,0,NA
"emp_Y15-24_ED0-2",NA,0,NA
"emp_Y25-64_ED0-2",5.36371807138094,1,NA
"emp_Y15-24_ED3-4",15.5383241129268,1,NA
"emp_Y25-64_ED3-4",12.9599025832826,1,NA
"emp_Y15-24_ED5-8",27.9239447826511,1,NA
"emp_Y25-64_ED5-8",55.1013307819431,1,NA
"emp_FT",52.8104504855805,1,NA
"emp_PT",13.6256116678264,1,NA
"emp_Y15-24",45.1887493525698,1,NA
"emp_Y25-64",73.9758197790728,1,NA
"emp_YGE65",19.2471169422747,1,NA
"emp_Y15-24_NaceA",NA,0,NA
"emp_Y25-64_NaceA",NA,0,NA
"emp_Y15-24_NaceB-E",NA,0,NA
"emp_Y25-64_NaceB-E",3.36319619610913,1,NA
"emp_Y15-24_NaceF",NA,0,NA
"emp_Y25-64_NaceF",3.71111304398249,1,NA
"emp_Y15-24_NaceG-I",12.5357494051149,1,NA
"emp_Y25-64_NaceG-I",10.1330781943116,1,NA
"emp_Y15-24_NaceJ",NA,0,NA
"emp_Y25-64_NaceJ",7.20477805804413,1,NA
"emp_Y15-24_NaceK",NA,0,NA
"emp_Y25-64_NaceK",8.71241773216201,1,NA
"emp_Y15-24_NaceL",NA,0,NA
"emp_Y25-64_NaceL",0.72482676640283,1,NA
"emp_Y15-24_NaceM_N",6.83085746027218,1,NA
"emp_Y25-64_NaceM_N",16.4245745266881,1,NA
"emp_Y15-24_NaceO-Q",8.78253102034995,1,NA
"emp_Y25-64_NaceO-Q",16.8159809805456,1,NA
"emp_Y15-24_NaceR-U",7.88175860800637,1,NA
"emp_Y25-64_NaceR-U",6.01606216114349,1,NA
"unemp_Y15-24",5.9300850479286,1,NA
"unemp_YGE25",4.16217739832301,1,NA
"GDP",148000,1,NA
"GVAgr",NA,0,NA
"disp_income",37900,1,NA
"training",20.9,1,NA
"earn_OC1_B-F",22.88,1,NA
"earn_OC2_B-F",20.64,1,NA
"earn_OC3_B-F",14.96,1,NA
"earn_OC4_B-F",11.42,1,NA
"earn_OC5_B-F",10.11,1,NA
"earn_OC6_B-F",NA,0,NA
"earn_OC7_B-F",10.26,1,NA
"earn_OC8_B-F",8.97,1,NA
"earn_OC9_B-F",8.51,1,NA
"earn_OC1_G-N",21.69,1,NA
"earn_OC2_G-N",20.23,1,NA
"earn_OC3_G-N",14.4,1,NA
"earn_OC4_G-N",10.87,1,NA
"earn_OC5_G-N",8.27,1,NA
"earn_OC6_G-N",NA,0,NA
"earn_OC7_G-N",10.6,1,NA
"earn_OC8_G-N",9.32,1,NA
"earn_OC9_G-N",7.62,1,NA
"earn_OC1_P-S",21.52,1,NA
"earn_OC2_P-S",19.88,1,NA
"earn_OC3_P-S",13.22,1,NA
"earn_OC4_P-S",10.65,1,NA
"earn_OC5_P-S",9.14,1,NA
"earn_OC6_P-S",10.35,1,NA
"earn_OC7_P-S",10.72,1,NA
"earn_OC8_P-S",9.97,1,NA
"earn_OC9_P-S",8.04,1,NA
"expend_ED5-8",1.56,1,NA
